         1426964 function calls (1403659 primitive calls) in 10.839 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      440    0.001    0.000    0.002    0.000 __init__.py:162(connect)
     2755    0.001    0.000    0.004    0.000 artist.py:188(convert_yunits)
      651    0.001    0.000    0.016    0.000 transforms.py:891(update_from_data_xy)
     2222    0.001    0.000    0.002    0.000 __init__.py:329(iterable)
      330    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
     1041    0.001    0.000    0.004    0.000 transforms.py:1798(frozen)
    331/1    0.001    0.000    0.248    0.248 <frozen importlib._bootstrap>:663(_load_unlocked)
     4387    0.001    0.000    0.002    0.000 sre_parse.py:254(get)
 1690/790    0.001    0.000    0.119    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
     1813    0.001    0.000    0.001    0.000 {built-in method numpy.seterrobj}
      217    0.001    0.000    0.027    0.000 _base.py:1913(_update_line_limits)
     2246    0.001    0.000    0.005    0.000 enum.py:284(__call__)
4090/4086    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
     2119    0.001    0.000    0.003    0.000 codecs.py:319(decode)
       20    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
    218/1    0.001    0.000    0.289    0.289 __init__.py:1734(inner)
      640    0.001    0.000    0.001    0.000 transforms.py:2915(interval_contains)
      576    0.001    0.000    0.062    0.000 backend_agg.py:120(draw_path)
        1    0.001    0.001    0.008    0.008 __init__.py:1065(boxplot_stats)
      901    0.001    0.000    0.005    0.000 contextlib.py:107(__enter__)
     1379    0.001    0.000    0.001    0.000 transforms.py:386(intervaly)
      998    0.001    0.000    0.006    0.000 markers.py:247(_recache)
  443/197    0.001    0.000    0.016    0.000 sre_parse.py:411(_parse_sub)
     2709    0.001    0.000    0.005    0.000 {built-in method builtins.next}
       26    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
      320    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
        1    0.001    0.001    0.280    0.280 _axes.py:3618(bxp)
2772/2769    0.001    0.000    0.003    0.000 transforms.py:2639(get_matrix)
      901    0.001    0.000    0.002    0.000 contextlib.py:116(__exit__)
       64    0.001    0.000    0.006    0.000 colors.py:713(from_list)
     3249    0.001    0.000    0.010    0.000 _methods.py:45(_all)
      223    0.001    0.000    0.002    0.000 _base.py:4251(get_children)
     2435    0.001    0.000    0.006    0.000 transforms.py:1746(transform)
    346/1    0.001    0.000    0.248    0.248 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
      705    0.001    0.000    0.003    0.000 artist.py:889(_update_property)
      434    0.001    0.000    0.001    0.000 {built-in method builtins.sum}
     1081    0.001    0.000    0.002    0.000 gzip.py:80(read)
     6416    0.001    0.000    0.001    0.000 path.py:203(vertices)
       32    0.001    0.000    0.065    0.002 axis.py:1114(_get_tick_bboxes)
      246    0.001    0.000    0.001    0.000 text.py:52(get_rotation)
       60    0.001    0.000    0.002    0.000 function_base.py:37(linspace)
      217    0.001    0.000    0.030    0.000 _base.py:284(_makeline)
      608    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
      931    0.001    0.000    0.001    0.000 {built-in method numpy.result_type}
        2    0.001    0.000    0.002    0.001 decoder.py:343(raw_decode)
      608    0.001    0.000    0.003    0.000 lines.py:607(axes)
     1362    0.001    0.000    0.004    0.000 units.py:117(is_numlike)
     1362    0.001    0.000    0.004    0.000 axis.py:1519(convert_units)
      434    0.001    0.000    0.002    0.000 _base.py:2449(<listcomp>)
     2214    0.001    0.000    0.002    0.000 font_manager.py:1191(<genexpr>)
